user_query,ground_truth
List all tasks assigned to user User654 in the 'design review' stage.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""owned_by"", ""argument_value"": [""User654""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""design review""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}"
"Create tasks from the summary of a client feedback session,'F'.","{""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""F""}]}"
Get similar work items to ISSUE-987 for risk assessment.,"{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""ISSUE-987""}]}"
"""Get tickets with 'high' severity from the 'Chat' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""high"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""Chat"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Search for part 'NetworkingHardware'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""NetworkingHardware"" } ] }"
"""Get the current sprint ID for planning purposes""","{ ""tool_name"": ""get_sprint_id"", ""arguments"": [] }"
"""Find the highest priority issues""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p0"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""List all P0 priority issues under 'Risk Management' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p0"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""Risk Management"" } , {""argument_name"": ""type"", ""argument_value"": [""issue""]}] }"
"""Find work items similar to 'TASK-444'""","{ ""tool_name"": ""get_similar_work_items"", ""arguments"": [ { ""argument_name"": ""work_id"", ""argument_value"": ""TASK-444"" } ] }"
"""Find tasks in the 'Post-Deployment' stage owned by 'Casey'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Post-Deployment"" }, { ""argument_name"": ""owned_by"", ""argument_value"": ""Casey"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
List all blocker severity tickets owned by  manufacturing.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""manufacturing""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
Find issues in the 'conceptualization' phase for Part123.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""conceptualization""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Part123""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}"
"""Create tasks from the text: 'Conduct market analysis and update sales strategy'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Conduct market analysis and update sales strategy"" } ] }"
"""List all tasks owned by 'Jordan'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""owned_by"", ""argument_value"": ""Jordan"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
"""List all P2 priority issues under 'CustomerService' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p2"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""CustomerService"" } , {""argument_name"": ""type"", ""argument_value"": [""issue""]}] }"
"""List all P3 issues under 'UserExperience' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p3"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""UserExperience"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
Get similar work items to ISSUE-789 for project planning.,"{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""ISSUE-789""}]}"
Create tasks from text 'meeting summary about project Y'.,"{""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""Meeting summary text about project Y.""}]}"
"""Show tasks in the 'Planning' stage under part 'UIUXDesign'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Planning"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""UIUXDesign"" } , {""argument_name"": ""type"", ""argument_value"": [""task""]}] }"
"""Find work items similar to 'TASK-222'""","{ ""tool_name"": ""get_similar_work_items"", ""arguments"": [ { ""argument_name"": ""work_id"", ""argument_value"": ""TASK-222"" } ] }"
Search for the user profile of User789.,"{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""User789""}]}"
List all tasks in the 'development' stage for part XYZ.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""development""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""XYZ""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}"
Search for tickets related to the source channel 'performance'.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]}, {""argument_name"": ""ticket.source_channel"", ""argument_value"": [""performance""]}]}"
Search for customer profile of CustomerXYZ123.,"{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""CustomerXYZ123""}]}"
"""Find tasks in the 'Final Review' stage owned by 'Jordan'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Final Review"" }, { ""argument_name"": ""owned_by"", ""argument_value"": ""Jordan"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
"""Search for part 'WebPlatform'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""WebPlatform"" } ] }"
"""Show all tickets in the 'Concept Development' stage from 'IT' Rev organization""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Concept Development"" }, { ""argument_name"": ""issue.rev_orgs"", ""argument_value"": ""IT"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Create tasks from the text: 'Perform data backup and update firewall settings'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Perform data backup and update firewall settings"" } ] }"
Summarize the details of tasks TSK-400 to TSK-405.,"{""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": [""TSK-400"", ""TSK-401"", ""TSK-402"", ""TSK-403"", ""TSK-404"", ""TSK-405""]}]}"
Get the current sprint ID.,"{""tool_name"": ""get_sprint_id"", ""arguments"": []}"
"""Create tasks from the text: 'Review client feedback and update project plan'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Review client feedback and update project plan"" } ] }"
"""Search for user 'Casey' in the system""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""Casey"" } ] }"
"""Get tickets with 'medium' severity that need a response""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""medium"" }, { ""argument_name"": ""ticket.needs_response"", ""argument_value"": true }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""List all issues with 'p3' priority from 'Engineering' Rev organization""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p3"" }, { ""argument_name"": ""issue.rev_orgs"", ""argument_value"": ""Engineering"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""Get all low severity tickets from the 'Social Media' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""low"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""Social Media"" } , {""argument_name"": ""type"", ""argument_value"": [""ticket""]}] }"
List all high severity tickets from the customer relations part.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""high""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""customer relations""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
List all P1 priority issues in the 'brainstorming' phase.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p1""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""brainstorming""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}"
"Summarize the details of tickets TKT-001, TKT-002, TKT-003.","{""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": [""TKT-001"", ""TKT-002"", ""TKT-003""]}]}"
"""Find tasks related to 'SecurityUpdate' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""applies_to_part"", ""argument_value"": ""SecurityUpdate"" } , {""argument_name"": ""type"", ""argument_value"": [""task""]}] }"
Get a list of all tasks in the 'concept' stage for Part567.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""concept""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Part567""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}"
Get the current sprint ID.,"{""tool_name"": ""get_sprint_id"", ""arguments"": []}"
"""Get tickets that need a response""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.needs_response"", ""argument_value"": true }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Find work items similar to 'ISSUE-987'""","{ ""tool_name"": ""get_similar_work_items"", ""arguments"": [ { ""argument_name"": ""work_id"", ""argument_value"": ""ISSUE-987"" } ] }"
Find all tickets with 'completed' status from RevOrg XYZ.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.rev_org"", ""argument_value"": [""XYZ""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""completed""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
Search for the customer profile of Customer789.,"{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""Customer789""}]}"
Get similar work items to ISSUE-456 for analysis.,"{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""ISSUE-456""}]}"
"""Find tasks in the 'Pre-Launch' stage owned by 'Mia'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Pre-Launch"" }, { ""argument_name"": ""owned_by"", ""argument_value"": ""Mia"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]}"
"""Search for part 'SoftwareTesting'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""SoftwareTesting"" } ] }"
"""Get all medium severity tickets from the 'Email Support' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""medium"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""Email Support"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Show all tickets in the 'Launch Preparation' stage from 'Legal' Rev organization""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Launch Preparation"" }, { ""argument_name"": ""issue.rev_orgs"", ""argument_value"": ""Legal"" } , {""argument_name"": ""type"", ""argument_value"": [""ticket""]}] }"
"""Search for part 'UserInterfaceKit'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""UserInterfaceKit"" } ] }"
"""List all blocker severity tickets in the 'Technical Support' department""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""blocker"" }, { ""argument_name"": ""ticket.rev_org"", ""argument_value"": ""Technical Support"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""List all P1 issues related to the 'Backend' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p1"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""Backend"" },, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""Get all blocker severity tickets from the 'Web' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""blocker"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""Web"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
Find similar work items to TASK-456.,"{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-456""}]}"
"""List all P0 priority issues under 'Product Development' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p0"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""Product Development"" } , {""argument_name"": ""type"", ""argument_value"": [""issue""]}] }"
"""Search for a part named 'DigitalMarketing'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""DigitalMarketing"" } ] }"
"""Find work items similar to 'ISSUE-789'""","{ ""tool_name"": ""get_similar_work_items"", ""arguments"": [ { ""argument_name"": ""work_id"", ""argument_value"": ""ISSUE-789"" } ] }"
